Date,Price,IR
1978-12-29,226.0,4.3
1979-01-01,226.0,4.3
1979-01-02,226.8,4.3
1979-01-03,218.6,4.3
1979-01-04,223.2,4.3
1979-01-05,225.5,4.3
1979-01-08,223.1,4.3
1979-01-09,224.0,4.3
1979-01-10,220.7,4.3
1979-01-11,220.7,4.3
1979-01-12,217.6,4.3
1979-01-15,216.9,4.3
1979-01-16,220.7,4.3
1979-01-17,227.3,4.3
1979-01-18,231.8,4.3
1979-01-19,230.6,4.3
1979-01-22,235.0,4.3
1979-01-23,230.0,4.3
1979-01-24,236.1,4.3
1979-01-25,233.9,4.3
1979-01-26,235.5,4.3
1979-01-29,235.2,4.3
1979-01-30,233.5,4.3
1979-01-31,233.7,4.3
1979-02-01,229.4,4.3
1979-02-02,230.3,4.3
1979-02-05,243.1,4.3
1979-02-06,244.5,4.3
1979-02-07,251.6,4.3
1979-02-08,250.5,4.3
1979-02-09,246.8,4.3
1979-02-12,244.3,4.3
1979-02-13,240.6,4.3
1979-02-14,240.7,4.3
1979-02-15,247.8,4.3
1979-02-16,247.1,4.3
1979-02-19,248.1,4.3
1979-02-20,247.0,4.3
1979-02-21,250.8,4.3
1979-02-22,252.4,4.3
1979-02-23,251.0,4.3
1979-02-26,248.6,4.3
1979-02-27,247.9,4.3
1979-02-28,251.3,4.3
1979-03-01,248.8,4.3
1979-03-02,248.0,4.3
1979-03-05,238.2,4.3
1979-03-06,239.8,4.3
1979-03-07,242.3,4.3
1979-03-08,239.2,4.3
1979-03-09,241.0,4.3
1979-03-12,240.0,4.3
1979-03-13,239.1,4.3
1979-03-14,239.5,4.3
1979-03-15,240.1,4.3
1979-03-16,244.0,4.3
1979-03-19,242.3,4.3
1979-03-20,242.1,4.3
1979-03-21,239.9,4.3
1979-03-22,242.9,4.3
1979-03-23,242.5,4.3
1979-03-26,245.3,4.3
1979-03-27,244.4,4.3
1979-03-28,244.4,4.3
1979-03-29,241.5,4.3
1979-03-30,240.1,4.3
1979-04-02,239.7,4.3
1979-04-03,240.0,4.3
1979-04-04,239.8,4.3
1979-04-05,240.7,4.3
1979-04-06,239.8,4.3
1979-04-09,240.2,4.3
1979-04-10,239.8,4.3
1979-04-11,238.4,4.3
1979-04-12,234.0,4.3
1979-04-13,234.0,4.3
1979-04-16,234.0,4.3
1979-04-17,231.9,4.3
1979-04-18,233.2,4.3
1979-04-19,240.9,4.3
1979-04-20,236.4,4.3
1979-04-23,236.9,4.3
1979-04-24,239.7,4.3
1979-04-25,241.8,4.3
1979-04-26,242.2,4.3
1979-04-27,243.7,4.3
1979-04-30,245.3,4.3
1979-05-01,247.3,4.3
1979-05-02,246.3,4.3
1979-05-03,246.5,4.3
1979-05-04,248.5,4.3
1979-05-07,248.5,4.3
1979-05-08,249.0,4.3
1979-05-09,248.0,4.3
1979-05-10,252.3,4.3
1979-05-11,251.5,4.3
1979-05-14,251.0,4.3
1979-05-15,255.5,4.3
1979-05-16,256.5,4.3
1979-05-17,256.8,4.3
1979-05-18,256.4,4.3
1979-05-21,262.0,4.3
1979-05-22,265.4,4.3
1979-05-23,264.2,4.3
1979-05-24,263.8,4.3
1979-05-25,270.6,4.3
1979-05-28,270.6,4.3
1979-05-29,273.8,4.3
1979-05-30,270.3,4.3
1979-05-31,274.6,4.3
1979-06-01,275.1,4.3
1979-06-04,272.9,4.3
1979-06-05,274.8,4.3
1979-06-06,280.0,4.3
1979-06-07,276.1,4.3
1979-06-08,280.0,4.3
1979-06-11,282.4,4.3
1979-06-12,277.8,4.3
1979-06-13,276.6,4.3
1979-06-14,279.0,4.3
1979-06-15,280.0,4.3
1979-06-18,278.0,4.3
1979-06-19,280.3,4.3
1979-06-20,281.4,4.3
1979-06-21,282.3,4.3
1979-06-22,283.5,4.3
1979-06-25,283.9,4.3
1979-06-26,281.5,4.3
1979-06-27,281.8,4.3
1979-06-28,275.9,4.3
1979-06-29,277.5,4.3
1979-07-02,282.5,4.3
1979-07-03,281.4,4.3
1979-07-04,283.5,4.3
1979-07-05,288.3,4.3
1979-07-06,290.3,4.3
1979-07-09,287.9,4.3
1979-07-10,290.5,4.3
1979-07-11,290.3,4.3
1979-07-12,290.8,4.3
1979-07-13,287.5,4.3
1979-07-16,292.8,4.3
1979-07-17,296.3,4.3
1979-07-18,302.2,4.3
1979-07-19,299.2,4.3
1979-07-20,298.8,4.3
1979-07-23,304.9,4.3
1979-07-24,305.3,4.3
1979-07-25,303.4,4.3
1979-07-26,305.2,4.3
1979-07-27,305.8,4.3
1979-07-30,301.4,4.3
1979-07-31,296.5,4.3
1979-08-01,290.1,4.3
1979-08-02,291.5,4.3
1979-08-03,286.5,4.3
1979-08-06,282.7,4.3
1979-08-07,285.1,4.3
1979-08-08,289.0,4.3
1979-08-09,297.1,4.3
1979-08-10,303.8,4.3
1979-08-13,298.8,4.3
1979-08-14,292.0,4.3
1979-08-15,301.9,4.3
1979-08-16,297.9,4.3
1979-08-17,300.6,4.3
1979-08-20,298.8,4.3
1979-08-21,300.5,4.3
1979-08-22,311.0,4.3
1979-08-23,310.1,4.3
1979-08-24,314.8,4.3
1979-08-27,314.8,4.3
1979-08-28,316.8,4.3
1979-08-29,315.2,4.3
1979-08-30,319.2,4.3
1979-08-31,315.1,4.3
1979-09-03,322.9,4.3
1979-09-04,325.0,4.3
1979-09-05,329.0,4.3
1979-09-06,335.5,4.3
1979-09-07,329.2,4.3
1979-09-10,336.3,4.3
1979-09-11,339.5,4.3
1979-09-12,337.1,4.3
1979-09-13,333.0,4.3
1979-09-14,345.8,4.3
1979-09-17,351.8,4.3
1979-09-18,375.8,4.3
1979-09-19,369.0,4.3
1979-09-20,380.0,4.3
1979-09-21,369.0,4.3
1979-09-24,380.4,4.3
1979-09-25,376.7,4.3
1979-09-26,373.8,4.3
1979-09-27,395.5,4.3
1979-09-28,397.3,4.3
1979-10-01,414.8,4.3
1979-10-02,426.0,4.3
1979-10-03,402.0,4.3
1979-10-04,384.0,4.3
1979-10-05,385.0,4.3
1979-10-08,372.0,4.3
1979-10-09,385.8,4.3
1979-10-10,413.0,4.3
1979-10-11,401.5,4.3
1979-10-12,395.0,4.3
1979-10-15,402.9,4.3
1979-10-16,394.3,4.3
1979-10-17,386.0,4.3
1979-10-18,380.5,4.3
1979-10-19,393.0,4.3
1979-10-22,392.0,4.3
1979-10-23,385.0,4.3
1979-10-24,395.0,4.3
1979-10-25,391.8,4.3
1979-10-26,375.0,4.3
1979-10-29,374.0,4.3
1979-10-30,377.6,4.3
1979-10-31,382.0,4.3
1979-11-01,378.5,4.3
1979-11-02,372.8,4.3
1979-11-05,381.0,4.3
1979-11-06,384.3,4.3
1979-11-07,395.0,4.3
1979-11-08,389.5,4.3
1979-11-09,389.5,4.3
1979-11-12,393.3,4.3
1979-11-13,387.2,4.3
1979-11-14,390.0,4.3
1979-11-15,386.0,4.3
1979-11-16,390.4,4.3
1979-11-19,389.9,4.3
1979-11-20,387.8,4.3
1979-11-21,396.2,4.3
1979-11-22,393.2,4.3
1979-11-23,392.0,4.3
1979-11-26,395.3,4.3
1979-11-27,393.8,4.3
1979-11-28,411.2,4.3
1979-11-29,411.7,4.3
1979-11-30,415.7,4.3
1979-12-03,428.8,4.3
1979-12-04,431.2,4.3
1979-12-05,426.4,4.3
1979-12-06,433.8,4.3
1979-12-07,430.4,4.3
1979-12-10,431.2,4.3
1979-12-11,445.5,4.3
1979-12-12,446.3,4.3
1979-12-13,458.8,4.3
1979-12-14,456.8,4.3
1979-12-17,469.5,4.3
1979-12-18,477.8,4.3
1979-12-19,488.5,4.3
1979-12-20,471.5,4.3
1979-12-21,473.1,4.3
1979-12-24,473.1,4.3
1979-12-25,473.1,4.3
1979-12-26,473.1,4.3
1979-12-27,473.1,4.3
1979-12-28,512.0,4.3
1979-12-31,512.0,4.3
1980-01-01,512.0,4.3
1980-01-02,559.5,4.3
1980-01-03,634.0,4.3
1980-01-04,588.0,4.3
1980-01-07,633.5,4.3
1980-01-08,610.0,4.3
1980-01-09,607.2,4.3
1980-01-10,602.9,4.3
1980-01-11,623.0,4.3
1980-01-14,660.0,4.3
1980-01-15,684.0,4.3
1980-01-16,760.0,4.3
1980-01-17,750.0,4.3
1980-01-18,835.0,4.3
1980-01-21,850.0,4.3
1980-01-22,737.5,4.3
1980-01-23,695.0,4.3
1980-01-24,717.0,4.3
1980-01-25,668.0,4.3
1980-01-28,624.0,4.3
1980-01-29,674.3,4.3
1980-01-30,691.0,4.3
1980-01-31,653.0,4.3
1980-02-01,676.5,4.3
1980-02-04,669.8,4.3
1980-02-05,682.0,4.3
1980-02-06,709.0,4.3
1980-02-07,699.3,4.3
1980-02-08,692.0,4.3
1980-02-11,710.5,4.3
1980-02-12,694.5,4.3
1980-02-13,696.8,4.3
1980-02-14,682.0,4.3
1980-02-15,667.0,4.3
1980-02-18,661.5,4.3
1980-02-19,652.3,4.3
1980-02-20,606.0,4.3
1980-02-21,665.0,4.3
1980-02-22,630.0,4.3
1980-02-25,616.5,4.3
1980-02-26,642.3,4.3
1980-02-27,636.0,4.3
1980-02-28,646.0,4.3
1980-02-29,637.0,4.3
1980-03-03,633.8,4.3
1980-03-04,631.3,4.3
1980-03-05,643.5,4.3
1980-03-06,626.0,4.3
1980-03-07,609.0,4.3
1980-03-10,585.0,4.3
1980-03-11,570.3,4.3
1980-03-12,585.7,4.3
1980-03-13,556.5,4.3
1980-03-14,523.0,4.3
1980-03-17,484.0,4.3
1980-03-18,481.5,4.3
1980-03-19,527.0,4.3
1980-03-20,561.0,4.3
1980-03-21,525.0,4.3
1980-03-24,558.3,4.3
1980-03-25,547.3,4.3
1980-03-26,507.5,4.3
1980-03-27,485.3,4.3
1980-03-28,490.0,4.3
1980-03-31,494.5,4.3
1980-04-01,509.5,4.3
1980-04-02,500.5,4.3
1980-04-03,485.8,4.3
1980-04-04,485.8,4.3
1980-04-07,485.8,4.3
1980-04-08,528.0,4.3
1980-04-09,554.0,4.3
1980-04-10,526.0,4.3
1980-04-11,530.5,4.3
1980-04-14,529.8,4.3
1980-04-15,497.5,4.3
1980-04-16,520.0,4.3
1980-04-17,513.0,4.3
1980-04-18,515.6,4.3
1980-04-21,506.0,4.3
1980-04-22,502.4,4.3
1980-04-23,506.5,4.3
1980-04-24,515.7,4.3
1980-04-25,551.5,4.3
1980-04-28,524.3,4.3
1980-04-29,513.8,4.3
1980-04-30,518.0,4.3
1980-05-01,490.0,4.3
1980-05-02,512.5,4.3
1980-05-05,512.5,4.3
1980-05-06,512.5,4.3
1980-05-07,510.0,4.3
1980-05-08,515.8,4.3
1980-05-09,508.3,4.3
1980-05-12,513.3,4.3
1980-05-13,512.0,4.3
1980-05-14,525.0,4.3
1980-05-15,517.0,4.3
1980-05-16,516.5,4.3
1980-05-19,513.8,4.3
1980-05-20,507.8,4.3
1980-05-21,513.5,4.3
1980-05-22,501.0,4.3
1980-05-23,511.3,4.3
1980-05-26,511.3,4.3
1980-05-27,514.8,4.3
1980-05-28,526.5,4.3
1980-05-29,519.6,4.3
1980-05-30,535.5,4.3
1980-06-02,561.5,4.3
1980-06-03,552.5,4.3
1980-06-04,571.5,4.3
1980-06-05,581.8,4.3
1980-06-06,597.0,4.3
1980-06-09,623.8,4.3
1980-06-10,604.0,4.3
1980-06-11,596.0,4.3
1980-06-12,590.0,4.3
1980-06-13,608.4,4.3
1980-06-16,595.0,4.3
1980-06-17,591.8,4.3
1980-06-18,602.5,4.3
1980-06-19,599.0,4.3
1980-06-20,602.9,4.3
1980-06-23,596.5,4.3
1980-06-24,603.0,4.3
1980-06-25,622.5,4.3
1980-06-26,624.5,4.3
1980-06-27,637.5,4.3
1980-06-30,653.5,4.3
1980-07-01,660.0,4.3
1980-07-02,661.5,4.3
1980-07-03,663.5,4.3
1980-07-04,666.5,4.3
1980-07-07,667.5,4.3
1980-07-08,687.5,4.3
1980-07-09,671.0,4.3
1980-07-10,656.5,4.3
1980-07-11,667.0,4.3
1980-07-14,650.0,4.3
1980-07-15,619.5,4.3
1980-07-16,624.8,4.3
1980-07-17,627.3,4.3
1980-07-18,606.0,4.3
1980-07-21,617.5,4.3
1980-07-22,613.0,4.3
1980-07-23,631.3,4.3
1980-07-24,643.0,4.3
1980-07-25,651.8,4.3
1980-07-28,643.5,4.3
1980-07-29,646.8,4.3
1980-07-30,629.0,4.3
1980-07-31,614.3,4.3
1980-08-01,622.0,4.3
1980-08-04,630.8,4.3
1980-08-05,630.5,4.3
1980-08-06,627.8,4.3
1980-08-07,629.5,4.3
1980-08-08,630.0,4.3
1980-08-11,617.0,4.3
1980-08-12,605.0,4.3
1980-08-13,615.3,4.3
1980-08-14,626.0,4.3
1980-08-15,624.5,4.3
1980-08-18,612.3,4.3
1980-08-19,624.0,4.3
1980-08-20,634.8,4.3
1980-08-21,645.3,4.3
1980-08-22,639.2,4.3
1980-08-25,639.2,4.3
1980-08-26,628.9,4.3
1980-08-27,633.9,4.3
1980-08-28,635.3,4.3
1980-08-29,631.3,4.3
1980-09-01,628.8,4.3
1980-09-02,640.0,4.3
1980-09-03,636.8,4.3
1980-09-04,647.3,4.3
1980-09-05,651.0,4.3
1980-09-08,672.0,4.3
1980-09-09,670.5,4.3
1980-09-10,686.5,4.3
1980-09-11,674.0,4.3
1980-09-12,685.5,4.3
1980-09-15,666.5,4.3
1980-09-16,668.0,4.3
1980-09-17,673.0,4.3
1980-09-18,672.0,4.3
1980-09-19,674.0,4.3
1980-09-22,710.0,4.3
1980-09-23,711.0,4.3
1980-09-24,710.5,4.3
1980-09-25,697.8,4.3
1980-09-26,698.8,4.3
1980-09-29,679.3,4.3
1980-09-30,666.8,4.3
1980-10-01,682.0,4.3
1980-10-02,665.8,4.3
1980-10-03,660.5,4.3
1980-10-06,675.5,4.3
1980-10-07,678.2,4.3
1980-10-08,677.0,4.3
1980-10-09,690.0,4.3
1980-10-10,685.3,4.3
1980-10-13,679.8,4.3
1980-10-14,668.5,4.3
1980-10-15,678.0,4.3
1980-10-16,674.0,4.3
1980-10-17,670.5,4.3
1980-10-20,657.0,4.3
1980-10-21,652.5,4.3
1980-10-22,660.0,4.3
1980-10-23,634.5,4.3
1980-10-24,633.0,4.3
1980-10-27,637.3,4.3
1980-10-28,631.8,4.3
1980-10-29,644.0,4.3
1980-10-30,642.5,4.3
1980-10-31,629.0,4.3
1980-11-03,640.5,4.3
1980-11-04,646.0,4.3
1980-11-05,652.0,4.3
1980-11-06,632.0,4.3
1980-11-07,596.0,4.3
1980-11-10,612.5,4.3
1980-11-11,598.5,4.3
1980-11-12,619.5,4.3
1980-11-13,622.0,4.3
1980-11-14,612.5,4.3
1980-11-17,611.8,4.3
1980-11-18,619.0,4.3
1980-11-19,629.8,4.3
1980-11-20,630.5,4.3
1980-11-21,634.8,4.3
1980-11-24,631.0,4.3
1980-11-25,616.3,4.3
1980-11-26,623.0,4.3
1980-11-27,622.0,4.3
1980-11-28,619.8,4.3
1980-12-01,635.0,4.3
1980-12-02,627.0,4.3
1980-12-03,627.3,4.3
1980-12-04,631.5,4.3
1980-12-05,617.0,4.3
1980-12-08,617.3,4.3
1980-12-09,604.0,4.3
1980-12-10,579.0,4.3
1980-12-11,558.0,4.3
1980-12-12,562.8,4.3
1980-12-15,579.0,4.3
1980-12-16,561.0,4.3
1980-12-17,575.5,4.3
1980-12-18,573.5,4.3
1980-12-19,575.0,4.3
1980-12-22,594.8,4.3
1980-12-23,602.5,4.3
1980-12-24,602.5,4.3
1980-12-25,602.5,4.3
1980-12-26,602.5,4.3
1980-12-29,593.8,4.3
1980-12-30,589.8,4.3
1980-12-31,589.8,4.3
1981-01-01,589.8,4.3
1981-01-02,589.8,4.3
1981-01-05,597.5,4.3
1981-01-06,599.3,4.3
1981-01-07,585.0,4.3
1981-01-08,574.8,4.3
1981-01-09,577.8,4.3
1981-01-12,562.0,4.3
1981-01-13,562.8,4.3
1981-01-14,556.5,4.3
1981-01-15,571.5,4.3
1981-01-16,560.8,4.3
1981-01-19,566.8,4.3
1981-01-20,562.0,4.3
1981-01-21,578.0,4.3
1981-01-22,564.0,4.3
1981-01-23,553.0,4.3
1981-01-26,528.5,4.3
1981-01-27,524.0,4.3
1981-01-28,523.5,4.3
1981-01-29,493.8,4.3
1981-01-30,506.5,4.3
1981-02-02,493.5,4.3
1981-02-03,486.3,4.3
1981-02-04,505.0,4.3
1981-02-05,498.5,4.3
1981-02-06,500.5,4.3
1981-02-09,512.5,4.3
1981-02-10,519.5,4.3
1981-02-11,501.0,4.3
1981-02-12,490.3,4.3
1981-02-13,491.5,4.3
1981-02-16,490.3,4.3
1981-02-17,500.8,4.3
1981-02-18,505.0,4.3
1981-02-19,503.3,4.3
1981-02-20,511.5,4.3
1981-02-23,501.5,4.3
1981-02-24,503.0,4.3
1981-02-25,500.5,4.3
1981-02-26,492.0,4.3
1981-02-27,489.0,4.3
1981-03-02,465.5,4.3
1981-03-03,471.0,4.3
1981-03-04,465.5,4.3
1981-03-05,461.5,4.3
1981-03-06,467.0,4.3
1981-03-09,474.3,4.3
1981-03-10,487.3,4.3
1981-03-11,476.3,4.3
1981-03-12,478.0,4.3
1981-03-13,492.0,4.3
1981-03-16,499.8,4.3
1981-03-17,493.3,4.3
1981-03-18,506.0,4.3
1981-03-19,510.0,4.3
1981-03-20,516.8,4.3
1981-03-23,526.0,4.3
1981-03-24,536.3,4.3
1981-03-25,528.0,4.3
1981-03-26,539.5,4.3
1981-03-27,538.8,4.3
1981-03-30,526.5,4.3
1981-03-31,513.8,4.3
1981-04-01,514.3,4.3
1981-04-02,519.5,4.3
1981-04-03,523.0,4.3
1981-04-06,533.8,4.3
1981-04-07,514.3,4.3
1981-04-08,508.5,4.3
1981-04-09,503.0,4.3
1981-04-10,493.5,4.3
1981-04-13,473.8,4.3
1981-04-14,483.0,4.3
1981-04-15,476.3,4.3
1981-04-16,482.5,4.3
1981-04-17,482.5,4.3
1981-04-20,482.5,4.3
1981-04-21,481.0,4.3
1981-04-22,501.0,4.3
1981-04-23,488.5,4.3
1981-04-24,494.5,4.3
1981-04-27,483.0,4.3
1981-04-28,482.8,4.3
1981-04-29,477.3,4.3
1981-04-30,482.8,4.3
1981-05-01,487.5,4.3
1981-05-04,487.5,4.3
1981-05-05,476.3,4.3
1981-05-06,482.0,4.3
1981-05-07,477.8,4.3
1981-05-08,485.8,4.3
1981-05-11,493.0,4.3
1981-05-12,484.0,4.3
1981-05-13,484.3,4.3
1981-05-14,476.5,4.3
1981-05-15,485.0,4.3
1981-05-18,481.8,4.3
1981-05-19,481.5,4.3
1981-05-20,479.8,4.3
1981-05-21,475.0,4.3
1981-05-22,472.8,4.3
1981-05-25,472.8,4.3
1981-05-26,466.5,4.3
1981-05-27,466.8,4.3
1981-05-28,479.0,4.3
1981-05-29,479.3,4.3
1981-06-01,483.3,4.3
1981-06-02,474.0,4.3
1981-06-03,475.5,4.3
1981-06-04,462.5,4.3
1981-06-05,460.0,4.3
1981-06-08,473.5,4.3
1981-06-09,460.5,4.3
1981-06-10,465.3,4.3
1981-06-11,464.3,4.3
1981-06-12,472.0,4.3
1981-06-15,471.8,4.3
1981-06-16,461.5,4.3
1981-06-17,461.8,4.3
1981-06-18,459.0,4.3
1981-06-19,458.3,4.3
1981-06-22,462.0,4.3
1981-06-23,466.5,4.3
1981-06-24,462.0,4.3
1981-06-25,446.5,4.3
1981-06-26,442.0,4.3
1981-06-29,428.8,4.3
1981-06-30,426.0,4.3
1981-07-01,422.0,4.3
1981-07-02,414.5,4.3
1981-07-03,414.0,4.3
1981-07-06,403.8,4.3
1981-07-07,405.0,4.3
1981-07-08,397.8,4.3
1981-07-09,406.3,4.3
1981-07-10,416.5,4.3
1981-07-13,413.0,4.3
1981-07-14,402.3,4.3
1981-07-15,412.3,4.3
1981-07-16,418.3,4.3
1981-07-17,415.0,4.3
1981-07-20,412.5,4.3
1981-07-21,406.0,4.3
1981-07-22,411.5,4.3
1981-07-23,407.8,4.3
1981-07-24,407.5,4.3
1981-07-27,408.8,4.3
1981-07-28,401.5,4.3
1981-07-29,401.5,4.3
1981-07-30,402.3,4.3
1981-07-31,406.0,4.3
1981-08-03,392.5,4.3
1981-08-04,391.3,4.3
1981-08-05,392.4,4.3
1981-08-06,393.3,4.3
1981-08-07,397.3,4.3
1981-08-10,393.8,4.3
1981-08-11,401.0,4.3
1981-08-12,417.5,4.3
1981-08-13,407.3,4.3
1981-08-14,413.0,4.3
1981-08-17,411.5,4.3
1981-08-18,420.0,4.3
1981-08-19,431.5,4.3
1981-08-20,429.0,4.3
1981-08-21,429.5,4.3
1981-08-24,422.0,4.3
1981-08-25,409.8,4.3
1981-08-26,414.0,4.3
1981-08-27,411.8,4.3
1981-08-28,425.0,4.3
1981-08-31,425.0,4.3
1981-09-01,421.5,4.3
1981-09-02,430.0,4.3
1981-09-03,436.5,4.3
1981-09-04,439.5,4.3
1981-09-07,436.5,4.3
1981-09-08,439.0,4.3
1981-09-09,436.8,4.3
1981-09-10,451.5,4.3
1981-09-11,448.3,4.3
1981-09-14,451.3,4.3
1981-09-15,456.0,4.3
1981-09-16,449.0,4.3
1981-09-17,459.0,4.3
1981-09-18,447.0,4.3
1981-09-21,463.5,4.3
1981-09-22,462.0,4.3
1981-09-23,456.5,4.3
1981-09-24,446.3,4.3
1981-09-25,450.5,4.3
1981-09-28,421.5,4.3
1981-09-29,431.8,4.3
1981-09-30,428.8,4.3
1981-10-01,436.8,4.3
1981-10-02,435.0,4.3
1981-10-05,441.3,4.3
1981-10-06,443.0,4.3
1981-10-07,445.5,4.3
1981-10-08,443.3,4.3
1981-10-09,453.5,4.3
1981-10-12,449.5,4.3
1981-10-13,443.3,4.3
1981-10-14,444.3,4.3
1981-10-15,446.7,4.3
1981-10-16,443.8,4.3
1981-10-19,436.7,4.3
1981-10-20,437.3,4.3
1981-10-21,429.0,4.3
1981-10-22,433.8,4.3
1981-10-23,432.5,4.3
1981-10-26,426.0,4.3
1981-10-27,427.4,4.3
1981-10-28,430.8,4.3
1981-10-29,424.5,4.3
1981-10-30,427.0,4.3
1981-11-02,430.0,4.3
1981-11-03,428.3,4.3
1981-11-04,431.3,4.3
1981-11-05,428.5,4.3
1981-11-06,428.3,4.3
1981-11-09,429.8,4.3
1981-11-10,418.5,4.3
1981-11-11,412.0,4.3
1981-11-12,411.5,4.3
1981-11-13,412.5,4.3
1981-11-16,404.3,4.3
1981-11-17,398.8,4.3
1981-11-18,403.8,4.3
1981-11-19,401.0,4.3
1981-11-20,401.5,4.3
1981-11-23,396.8,4.3
1981-11-24,399.3,4.3
1981-11-25,409.5,4.3
1981-11-26,409.5,4.3
1981-11-27,411.5,4.3
1981-11-30,414.5,4.3
1981-12-01,402.5,4.3
1981-12-02,406.8,4.3
1981-12-03,416.5,4.3
1981-12-04,426.0,4.3
1981-12-07,416.8,4.3
1981-12-08,415.3,4.3
1981-12-09,410.3,4.3
1981-12-10,405.5,4.3
1981-12-11,409.8,4.3
1981-12-14,417.5,4.3
1981-12-15,413.3,4.3
1981-12-16,416.8,4.3
1981-12-17,416.3,4.3
1981-12-18,415.8,4.3
1981-12-21,410.5,4.3
1981-12-22,399.6,4.3
1981-12-23,400.4,4.3
1981-12-24,400.4,4.3
1981-12-25,400.4,4.3
1981-12-28,400.4,4.3
1981-12-29,395.0,4.3
1981-12-30,397.5,4.3
1981-12-31,397.5,4.3
1982-01-01,397.5,4.3
1982-01-04,395.0,4.3
1982-01-05,403.5,4.3
1982-01-06,401.5,4.3
1982-01-07,396.5,4.3
1982-01-08,400.3,4.3
1982-01-11,388.3,4.3
1982-01-12,389.0,4.3
1982-01-13,380.0,4.3
1982-01-14,374.8,4.3
1982-01-15,379.3,4.3
1982-01-18,373.8,4.3
1982-01-19,375.3,4.3
1982-01-20,371.5,4.3
1982-01-21,376.0,4.3
1982-01-22,377.3,4.3
1982-01-25,372.0,4.3
1982-01-26,376.5,4.3
1982-01-27,381.8,4.3
1982-01-28,383.5,4.3
1982-01-29,387.0,4.3
1982-02-01,379.5,4.3
1982-02-02,379.2,4.3
1982-02-03,378.0,4.3
1982-02-04,383.8,4.3
1982-02-05,384.3,4.3
1982-02-08,379.8,4.3
1982-02-09,378.5,4.3
1982-02-10,382.2,4.3
1982-02-11,380.0,4.3
1982-02-12,377.5,4.3
1982-02-15,375.3,4.3
1982-02-16,375.3,4.3
1982-02-17,374.0,4.3
1982-02-18,369.3,4.3
1982-02-19,369.3,4.3
1982-02-22,364.3,4.3
1982-02-23,361.0,4.3
1982-02-24,362.8,4.3
1982-02-25,366.5,4.3
1982-02-26,362.6,4.3
1982-03-01,361.3,4.3
1982-03-02,361.3,4.3
1982-03-03,353.8,4.3
1982-03-04,346.5,4.3
1982-03-05,342.4,4.3
1982-03-08,330.5,4.3
1982-03-09,329.3,4.3
1982-03-10,333.0,4.3
1982-03-11,331.8,4.3
1982-03-12,323.3,4.3
1982-03-15,312.0,4.3
1982-03-16,324.5,4.3
1982-03-17,316.0,4.3
1982-03-18,320.0,4.3
1982-03-19,315.8,4.3
1982-03-22,320.8,4.3
1982-03-23,329.3,4.3
1982-03-24,331.8,4.3
1982-03-25,327.8,4.3
1982-03-26,322.3,4.3
1982-03-29,318.5,4.3
1982-03-30,324.3,4.3
1982-03-31,320.0,4.3
1982-04-01,327.0,4.3
1982-04-02,327.8,4.3
1982-04-05,337.5,4.3
1982-04-06,345.5,4.3
1982-04-07,354.0,4.3
1982-04-08,351.5,4.3
1982-04-09,351.5,4.3
1982-04-12,351.5,4.3
1982-04-13,353.5,4.3
1982-04-14,366.8,4.3
1982-04-15,363.3,4.3
1982-04-16,362.8,4.3
1982-04-19,357.0,4.3
1982-04-20,343.0,4.3
1982-04-21,346.8,4.3
1982-04-22,345.0,4.3
1982-04-23,352.3,4.3
1982-04-26,357.0,4.3
1982-04-27,351.8,4.3
1982-04-28,354.5,4.3
1982-04-29,348.8,4.3
1982-04-30,361.3,4.3
1982-05-03,361.3,4.3
1982-05-04,341.8,4.3
1982-05-05,338.4,4.3
1982-05-06,334.5,4.3
1982-05-07,334.8,4.3
1982-05-10,329.0,4.3
1982-05-11,332.3,4.3
1982-05-12,331.5,4.3
1982-05-13,331.0,4.3
1982-05-14,333.3,4.3
1982-05-17,338.5,4.3
1982-05-18,338.0,4.3
1982-05-19,342.0,4.3
1982-05-20,342.5,4.3
1982-05-21,338.5,4.3
1982-05-24,329.0,4.3
1982-05-25,327.9,4.3
1982-05-26,330.3,4.3
1982-05-27,324.3,4.3
1982-05-28,325.3,4.3
1982-05-31,325.3,4.3
1982-06-01,318.8,4.3
1982-06-02,318.5,4.3
1982-06-03,320.4,4.3
1982-06-04,318.8,4.3
1982-06-07,325.3,4.3
1982-06-08,328.8,4.3
1982-06-09,326.0,4.3
1982-06-10,326.8,4.3
1982-06-11,325.3,4.3
1982-06-14,320.8,4.3
1982-06-15,315.0,4.3
1982-06-16,317.0,4.3
1982-06-17,309.0,4.3
1982-06-18,308.8,4.3
1982-06-21,296.8,4.3
1982-06-22,304.0,4.3
1982-06-23,304.0,4.3
1982-06-24,310.3,4.3
1982-06-25,305.5,4.3
1982-06-28,303.8,4.3
1982-06-29,309.0,4.3
1982-06-30,317.5,4.3
1982-07-01,310.3,4.3
1982-07-02,312.8,4.3
1982-07-05,315.3,4.3
1982-07-06,311.0,4.3
1982-07-07,306.8,4.3
1982-07-08,313.5,4.3
1982-07-09,328.5,4.3
1982-07-12,343.0,4.3
1982-07-13,352.5,4.3
1982-07-14,352.8,4.3
1982-07-15,350.3,4.3
1982-07-16,347.0,4.3
1982-07-19,347.5,4.3
1982-07-20,347.8,4.3
1982-07-21,366.5,4.3
1982-07-22,353.0,4.3
1982-07-23,363.3,4.3
1982-07-26,352.3,4.3
