actual
1822.4999999999998
1819.0
1819.5000000000002
1819.6
1845.5
1856.9999999999998
1871.2999999999997
1874.0
1909.2000000000003
1918.1000000000001
1928.2
1955.7
1953.5999999999997
1988.5000000000002
1972.9999999999998
1963.7
1983.3000000000002
1974.9999999999998
1982.9
1997.6000000000001
1996.9000000000003
1986.3999999999999
1983.6
1994.4999999999998
1984.6
1960.7
1959.4
1957.5
1941.6999999999998
1931.2
1969.1000000000001
1958.2000000000003
1980.0999999999997
1981.0999999999997
1968.7
2006.6000000000001
1997.6000000000001
1992.9000000000003
2000.9000000000003
2013.7
2025.7
2047.0
2035.5
2045.4
2049.1
2023.4000000000003
2026.4000000000003
2026.9
2008.1
1986.7000000000003
1980.9
1982.5000000000002
2046.0999999999997
2032.3000000000002
2023.9999999999998
2041.3999999999999
2035.6
2041.7
2041.7
2041.7
2041.7
2069.4000000000005
2078.4
2078.4
2078.4
2067.6000000000004
2042.0999999999997
2039.6
2056.4
2025.1000000000001
2034.9
2026.8
2029.1999999999998
2055.7
2049.9
2038.1999999999998
2011.8000000000002
2013.2
2028.6
2021.6
2022.9999999999998
2024.7
2023.7999999999997
2018.5
2022.5
2043.0999999999997
2053.3
2045.9
2034.1999999999998
2018.0000000000002
2030.8
2041.6
2028.7
2023.5
2015.2000000000003
1996.1
1985.0999999999997
2004.1
1997.9000000000003
2017.1
2029.1000000000001
2026.8
2023.9999999999998
2027.5
2027.1999999999998
2035.1000000000001
2032.5
2048.1
2049.8
2098.1
2134.4000000000005
2142.9
2153.5000000000005
2171.2000000000003
2180.5000000000005
2161.3
2168.4
2160.8
2163.5
2158.2000000000003
2154.9
2157.5000000000005
2170.5000000000005
2171.6
2176.7
2179.8000000000006
2192.7
2214.4000000000005
2214.4000000000005
2214.4000000000005
2264.5
2280.2
2293.5
2298.6
2320.3
2356.1
2333.0
2345.7
2401.5
2344.2000000000003
2369.2
2390.4
2382.7
2379.7000000000003
2335.0
2328.5000000000005
2320.3
2318.7000000000003
2343.1000000000004
2333.6000000000004
2307.0
2302.4
2288.9
2294.5000000000005
2294.5000000000005
2319.6000000000004
2309.1
2325.7
2372.5
2343.8
2354.9
2357.5000000000005
2377.4
2402.6000000000004
2420.3
2427.3000000000006
2407.9
2357.4
2342.7000000000003
2342.7000000000003
2350.7000000000003
2343.4
2348.6
2348.3
2337.7
2326.0000000000005
2340.1
2360.6000000000004
2310.8
2304.4
2316.5000000000005
2326.3
2310.8
2330.5000000000005
2319.9
2324.4000000000005
2324.3
2351.6
2335.1000000000004
2328.8
2325.1000000000004
2299.7000000000003
2323.6000000000004
2330.9000000000005
2329.1000000000004
2331.8
2361.4
2358.7000000000003
2379.1
2376.7
2367.9000000000005
2384.4
2409.2000000000003
2406.9000000000005
2421.3000000000006
2443.2000000000003
2480.3000000000006
2463.8
2403.5
2392.7
2403.1
2421.5
2364.2000000000003
2386.1000000000004
2391.1
2390.3000000000006
2426.3
2454.6
2469.9000000000005
2393.9000000000005
2396.6000000000004
2400.5000000000005
2411.5
2427.4000000000005
2450.9000000000005
2471.6
2456.7000000000003
2446.7000000000003
2485.8
2494.6000000000004
2529.8000000000006
2498.0
2483.0000000000005
2511.2000000000003
2511.2000000000003
2508.6000000000004
2505.3
2518.1000000000004
2513.4000000000005
2498.6000000000004
2479.8
2488.0
2509.6
2506.2
2499.7000000000003
2506.3000000000006
2507.8000000000006
2546.0000000000005
2575.1000000000004
2584.0000000000005
2574.6
2570.1
2575.4
2605.9000000000005
2630.0
2636.0
2661.5
2663.8000000000006
2661.9
2630.0
2667.6000000000004
2661.0
2647.7000000000003
2650.1000000000004
2641.0000000000005
2639.9
2610.7
2629.0000000000005
2648.8
2654.9000000000005
2649.1
2675.3000000000006
2688.9
2712.5
2736.5000000000005
2736.5000000000005
2736.5000000000005
2732.0
2731.5
2741.8000000000006
2769.2000000000003
2777.8000000000006
2734.2
2744.3000000000006
2742.6000000000004
2742.6000000000004
2660.2
2692.0000000000005
2691.2
2624.8
2606.9
2598.8000000000006
2567.3000000000006
2571.8
2606.9
2623.2
2640.6
2665.3000000000006
2695.0
2635.4000000000005
2622.1000000000004
2640.9000000000005
2641.9
2651.1
2642.2
2640.7
2648.7
2640.2
2637.3
2671.9
2689.6
2705.5000000000005
2684.4000000000005
2659.1
2654.2
2636.4
2635.7000000000003
2592.5
2616.5
2613.8
2613.8
2613.8
2613.8
2616.0
2609.1
2609.1
